School_Name,Url_address,Address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,MRT Station,Buses,Principal_Name,First_Vp_Name,Second_Vp_Name,Third_Vp_Name,Fourth_Vp_Name,Fifth_Vp_Name,Sixth_Vp_Name,Visionstatement_Desc,Missionstatement_Desc,Philosophy_Culture_Ethos,Dgp_Code,Zone_Code,Cluster_Code,Type_Code,Nature_Code,Session_Code,Mainlevel_Code,Sap_Ind,Autonomous_Ind,Gifted_Ind,Ip_Ind,Mothertongue1_Code,Mothertongue2_Code,Mothertongue3_Code,Special_Sdp_Offered
St. Andrew'S Junior College,http://www.standrewsjc.moe.edu.sg/,5 Sorby Adams Drive,357691,62857008,62852007,62850037,na,sajc@moe.edu.sg,Potong Pasir, 8| 26| 31| 90| 142 |151| 154 ,Mr Lo Khee Tian Mark,Mr Ang Kheng San Cecil,Mdm Yeow Chern Ee,Mr Chan Kwang How Bernard,Na,Na,Na,Home Of Servant Leaders Who Bring Life To The Nations,Making Lives And Waking Hearts To Serve The Coming Days Family-Society-Eternity,Na,Toa Payoh,South,South 5,Government-Aided Sch,Co-Ed School,Full Day,Junior College,No,No,No,No,Na,Na,Na,Academic Pacing Programme| University Options Seminar| Exit Seminars| Work Shadowing| Arts Enrichment Programme| Mentoring And Overseas Community Service.
Nanyang Junior College,http://www.nanyangjc.moe.edu.sg/,128 Serangoon Avenue 3,556111,62842281,na,62855147,na,nyjc@moe.edu.sg,Lorong Chuan,22| 24| 53| 73| 133| 105| 135| 136| 156| 853,Mr Low Chun Meng,Miss Wu Xinping Jennifer,Ms Ng Boon Min,Mr Ning Tau Yee,Na,Na,Na,A Leading College Serving The Nation With: - Enhanced Character Development - Quality Staff - Quality Learners - Organisational Excellence,Uphold Values Enhance Lifeskills Maximise Potential,Na,Serangoon,South,South 6,Government-Aided Sch,Co-Ed School,Full Day,Junior College,No,No,No,No,Na,Na,Na,Art Elective Programme (Aep)| Language Elective Programme (Chinese) (Clep)| Student Leadership Development Programme| Overseas Service-Learning Programme| Career Guidance Programme| Scholar Development Programme| S6 Centre Of Excellance For Cl And Art
Hwa Chong Institution,http://www.hwachong.edu.sg,661 Bukit Timah Road,269734,64683955,64683956 / 64665912,67695857,na,admin@hci.edu.sg,Tan Kah Kee ,66| 67| 74| 151| 154| 156| 157| 170| 171| 174| 852| 961,Mr Pang Choon How,Mr Chan Kwok Leong,Mrs Chin-Leow Bee Kuan,Dr Chung Wen Chee,Dr Yeo Hwee Joo,Dr Lim Hong Seng Melvyn,Mr Tan Pheng Tiong,Empowering Our Students To Live With Passion And Lead With Compassion.,We Nurture Leaders In Research| Industry And Government To Serve Our Nation.,Hwa Chong Institution'S (Hci) Mission Is To Nurture Leaders For The Nation: Leaders With A Heart To Serve The Community.  To Date| Hci Has Produced 56 President'S Scholars.  Indeed| Hwa Chong Is More Than A School That Produces Top Scholars. We Also Want Our Students To Embrace The Values Of Hard Work| Integrity| Passion| And Compassion.  All Our Students Receive A Sustained Character Education Which Encourages Them To Work With The Community Through Local And Global Service-Learning Initiatives.  At Hwa Chong| Students Approach Life With Passion. The School Provides A Caring Environment That Is Intellectually Stimulating| Secure| And Joyful. It Offers A Curiosity-Driven 6-Year Integrated Programme (Ip). Drawing From The Best Of East And West| Hci Has An Extensive Global Network That Links Our Students To Leading Universities And Industry Partners. Working Closely With Industry Captains And Professors| Students Are Encouraged To Pursue Multidisciplinary Interests.  Each Year| Our Students Go On To Leading Institutions For Their Undergraduate Study| With A Strong Entry To Some Of The World'S Best Universities.  All Hwa Chong Students Are Also Committed To Serving Society.  Hwa Chong Prides Itself On Grooming Servant Leaders Who Display Civic Responsibility And Empathy.  Annually| Hwa Chong Students Provide Support And Companionship To The Underprivileged. Beyond Offering Assistance| Many Have Partnered Key Welfare Organisations To Helm Innovative Values-In-Action Projects.  As Active Contributors To Civil Society| Hwa Chong Students Have Reached Out To Communities| Both Locally  And  Overseas| Through Various Student-Led Projects. These Projects Often Mark The Beginning Of A Long-Term Commitment Of Service To The Community.,Bukit Timah,West,West 1,Independent School,Co-Ed School,Single Session,Mixed Level,Yes,No,No,Yes,Chinese,Na,Na,Moe   Humanities  Programme|  Moe Art Elective Programme| Moe  Bicultural Studies Programme| Moe Language Elective Programme (Chinese)|   Hwa  Chong Talent  Development Programmes - Science & Math Talent| School-Based Gifted Education| Ong Teng Cheong Leadership| Gifted And Talented Education| Entrepreneurial Leadership Boarding| Arts & Sports| Global Outreach| Week-Long Sabbaticals|  Service Learning| Malay Special Programme| Future Problem Solving| Advanced Science Research  (Including  Biomedical|  Biotechnology And Bioengineering| Defence Science| Environmental Engineering| Nanotechnology| Material Science| Interactive  Digital  Media  & Electronics)| Hwa Chong-Beijing Satellite Campus| Xi'An And Wuxi Winter Campuses. Collaborations With Overseas Institutions Of Learning| E.G. Staples High School.
Millennia Institute,http://www.millenniainstitute.moe.edu.sg,60 Bukit Batok West Avenue 8,658965,63023700,na,63023767,na,millennia_inst@moe.edu.sg,Bukit Batok ,66| 157| 174| 174E| 506 | 178| 941| 174M - Night,Mrs Tan Wan Yu,Ms Tng Ya Wen Valerie,Mr Chia Guo Hao,Mr David Allan D'Souza,Na,Na,Na,A Forward-Looking Community Of Learners| Thinkers And Leaders,Nurturing Talents To Achieve Success. The Mi Mission Is To Nurture Our Students To Be Grounded On The Core Values Of Integrity| Resilience| Respect And Responsibility| So That They Succeed As Contributing Members Of Society.  This Is Done| In Partnership With Our Stakeholders| By Providing A Variety Of Programmes And Opportunities To Students To Have A Broad-Based Learning Experience And Space To Pursue Their Passion And Interests.,Na,Bukit Batok,West,West 7,Government School,Co-Ed School,Full Day,Centralised Institute,No,No,No,No,Chinese,Malay,Tamil,Mi.World| Skillsfuture| Gap Week| Design Thinking And I & E Motivate And Equip Students With Academic And Life Skills| 21C Competencies To Be Future-Ready And Creative And Inventive Thinkers And Empower Students To Plan Their Own Holistic Development.
Bukit Panjang Primary School,http://www.bukitpanjangpri.moe.edu.sg,109 Cashew Road,679676,67691912,na,67637462,na,BPPS@MOE.EDU.SG,Choa Chu Kang  ,75| 184,Mr Bucktha Seelan,Mdm Goh Puay Hoon Jenny,Mr Tan Seng Chuan,Na,Na,Na,Na,Future Leaders| Concerned Citizens,Developing Our Students Holistically In A Vibrant And Caring Environment,"Bpps Firmly Believes That Every Child Is A Unique Individual With The Potential To Become Self-Directed Learner Grounded In The School'S Values Of Respect| Responsibility| Resilience| Gratitude| Integrity And Compassion. We Strive To Provide A Secure| Caring And Innovative Learning Environment That Embraces The Spirit Of Enterprise With The Courage To Take Calculated Risk.   In The Academic Domain| We Are Committed To Providing Student-Centric Learning Experiences That Cultivate Thinking And Promote Independent Learning In Our Students.  By Purposefully Engaging Our Students To 'Think Out Of The Box""| We Imbue In Them The Courage To Go Beyond Their Comfort Zone. We Constantly Review Our Programmes To Ensure That They Remain Relevant| Diverse And Robust To Meet The Demands Of The Educational Landscape And Cater To Our Students' Needs.   Our Student Development Programmes Focuses On Inculcation Of The School Values And Aims To Create Opportunities For Our Students To Discover Their Talents| Build Their Confidence And Master 21St Century Competencies. We Offer A Plethora Of Activities Such As Level Camps| Student Leadership Courses And Values In Action Programmes.    Recognising The Importance Of Staff Capacity As The Key Driver To Realise Our School'S Vision And Mission| We Place Strong Emphasis On Staff Training And Development. Besides Formal Training| We Also Strive To Create A Collaborative Learning Culture Through Level Sharing| Professional Learning Communities And Focused Group Discussion.",Bukit Panjang,West,West 8,Government School,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,"Learning For Life Programme (Llp) -""I2Can Dance""  The 'I2 Can Dance!' Programme Aims To Foster Confidence| Resilience| Adaptability And Graciousness In Our Students. Our Students' Horizon Are Also Widened Through Increased Awareness Of The Different Cultures In Singapore And Beyond. Such Awareness Will Also Promote Better Understanding And Respect For The Different Ethnic Groups In Singapore  Through Their Participation In The Programme| Our Students Also Learnt The School Values Of Respect And Responsibility| Where They Are Taught To Respect The Dance Form And Fellow Dancers| To Be Responsible For Their Own Learning Of Dance As Well As To Know What Is Involved In Dance| For Instance Choreography| Technique| Costumes And Props.  The School Takes A Three-Pronged Approach To The I2Can Dance! Programme:  Experience - It Provides A Broad-Based Learning For All.   Empowerment - It Creates Opportunities For Our Pupils To Identify Their Interests And Talents And Also Reflect On Their Learning And Develop To Become Independent Learners Through Self-Assessment.  Enhancement And Excellence - It Provides An Enhanced Experience For Students Who Display Dance Potential. Talented Dancers Are Given A Platform To Enhance Their Skills And Develop Holistically Through Overseas Exchange Programmes.  Values In Action (Via) The Values In Action (Via) In Bpps Are Rich Learning Experiences To Inculcate Active Citizenship And Civic Responsibility Among Our Students. Via In Bpps Begins With Students Learning How To Care For Oneself And Progressively Spiral Up To Caring For The Local Community. While The Students Celebrate Their Achievements Of Carrying Out The Via Tasks| They Also Reflect On The Values They Have Put Into Practice.  At The End Of Six Years In Bpps| We Believe That With The Experiences That Our Students Have Gone Through| They Would Be Socially Responsible Citizens Who Contribute Meaningfully To The Community."
Haig Girls' School,http://www.haiggirls.moe.edu.sg,51 Koon Seng Road,427072,63440293,na,64474169,na,HAIGGIRLSSCH@MOE.EDU.SG,Eunos,16|33,Miss Lo Yen Nie,Miss Phua Ai Lei,Mdm Lee Li Li,Na,Na,Na,Na,Leaders Of Character| Striving For Excellence In A Vibrant School,To Nurture Self-Directed Learners And Critical And Creative Thinkers Who Lead And Serve With Integrity And Compassion.,Established In 1951| Haig Girls' School (Hgs) Is An All-Girls' Government Primary School.  Our School Has A Heritage Of Excellent All-Round Education.  Nurturing Character| Leadership And Creativity Is The Hallmark Of An Education At Hgs That Has Endured Over The Decades. We Believe In Nurturing The Whole Child And Preparing Our Pupils For Life Through A Distinctive Learning Experience That Is Values-Based| Engaging| Rigorous And Innovative.   Our Shared Values Are Encapsulated In Our I4Cs: Integrity| Commitment| Concern| Cooperation| And Creativity. Guided By Our School Motto 'Ars Potens Est' ('Knowledge Is Power')| We Strive To Nurture Every Haig Girl To Use Her Knowledge| Skills And Talents In Service To The School| Community And Nation.   We Believe That Our Pupils Are Never Too Young To Make A Difference And Give Them A Voice Through Advocacy| Service| Creative Expression And Innovation.  Hgs Is A Second Home To Our Pupils - A Safe| Nurturing Environment For Them To Be Themselves And To Grow And Learn. We Believe In The Uniqueness And Worth Of Every Child - Each Child Is Different| Special And Talented In Her Own Way And We Seek To Bring Out The Best In Her. We Love| Value And Accept Each Child For Who She Is Regardless Of Her Results Or Achievements| But We Hold Her To High Expectations. In Hgs| We Would Like Each Child To Take Responsibility For Her Learning And Develop An Intrinsic Motivation To Learn| Grow And Excel. We Believe In A Growth Mindset -- With Effort| Perseverance And Resilience| Every Child Can Think| Learn| Achieve And Excel.,Geylang,East,East 5,Government School,Girls' School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,Llp - Character And Leadership Through Performing & Visual Arts: Our Whole-School Approach To The Arts Allows Pupils To Demonstrate Creativity| Express Themselves| Develop Character And Deepen Sense Of Pride In Our Multi-Cultural Heritage Through Diverse Learning Experiences In Art| Music| Drama And Dance. -Alp - Innovation & Service Learning Through Integrated Project Work: Ipw@Hgs Involves Inter-Disciplinary Place-Based Learning| Authentic Problem-Solving And Value Creation. Service Learning Is Embedded As Pupils Apply Knowledge And Skills To Address Civic Issues. They Collaborate To Create Solutions| Artworks Or Creative Writing| Acquiring 21St Century Competencies (21Cc) Such As Critical And Creative Thinking| Collaboration And Communication Skills. -The Inspired Museum Explorers| Our Unique Travels (Timeout): The Inter-Disciplinary Museum-Based Learning Programme Develops Visual Literacy| Nurtures Creative Thinking And Fosters A Sense Of Pride In Singapore'S Cultural Heritage. -Holistic Assessment (Ha) With Holistic Reporting And Parent-Child-Teacher Conferencing (Pctc): As Prototype School For Ha| We Adopt A Balanced Assessment System With Formative And Summative Assessment. Assessment Is Embedded Into Teaching And Enables Teachers To Provide Quality Feedback To Pupils And Deepen Their Learning In Various Domains Such As The Arts| Values| Leadership And 21Cc.  Pupils Own Their Learning Through Reflection And Self-Assessment| Taking The Lead At Pctc| To Share With Parents Their Progress And Areas For Growth.  -Discover| Develop & Dedicate Your Talent Time (D3T2): Talent Development Programmes In The Performing & Visual Arts| Sports| Mathematics| Science & Ict. -Teaching Through The Arts Programme (Ttap): Incorporating Drama And Movement In The Learning Of Math And Science -Knowledge Building: An Inquiry Approach To Science Learning. Pupils Work Together To Ask Questions| Test Hypotheses| Improve On Peers' Ideas And Co-Construct Scientific Understanding.
Teck Whye Primary School,http://www.teckwhyepri.moe.edu.sg,11 Teck Whye Walk,688261,67691025,na,67635191,na,twps@moe.edu.sg,Chua Chu Kang,975| 190 & 985,Miss Wong Liang- Ji Tabitha,Mdm Tan Wan Phing Janice,Mr Muralidharan S/O Narayanan,Na,Na,Na,Na,A Future-Ready Community Of Passionate Learners  Anchored In Values And Striving For Excellence To Make A Positive Difference.,Inspiring And Empowering Our Learners To Be Their Best For Self And Others Through A Supportive Environment And Innovative & Effective Teaching-Learning Practices.,At Teck Whye Primary| We Believe That All Children Can Learn And Want To Learn And That Teaching Needs To Cater To Different Progress Levels And Be Anchored On Meaningful Engagement. Every Child Can Be Inspired And Empowered To Achieve Within A Supportive Environment Anchored On Safety And Care. Teachers| As Role Models| Impart Sound Values| Build Character And Inspire Their Students To Learn By Building Quality Relationships With And Among Students. To Meet Future Challenges| Our Students Must Extend Their Learning Beyond The Acquisition Of Knowledge And Skills| And Apply And Use Their Learning In Meaningful Ways.  Established Since 1959| Teck Whye Primary Envisions Our Learners To Achieve The Following Outcomes And Exercise The Related Values In Their Daily Lives:   Confident Communicators Who Engage With Respect   Healthy Individuals Who Exercise Responsibility   Adaptive Leaders Who Collaborate With Integrity   Model Citizens Who Encourage Through Compassion   Passionate Learners Who Learn With Resilience The Rallying Call Is For Champs Who Embrace And Strive For The Value Of Excellence.  To Realise These Outcomes| The School Provides A Strong Grounding In The Various Subjects While Placing Emphasis On The (I) Acquisition Of 21St Century Competencies| (Ii) Development Of Effective Communication Skills And An Understanding Of Media Use And Production| (Iii) Inculcation Of Values And Social Emotional Development| (Iv) Understanding Of The Importance Of National Education And (V) Development Of Leadership Competencies.  The School| Therefore| Whilst Encouraging Our Students To Do Well Academically| Also Places A Very Strong Emphasis On Character And Holistic Development. We Believe That This Would Provide A Firm Foundation For Our Students As They Pursue Their Secondary Education But More Importantly As They Live Their Lives.,Choa Chu Kang,West,West 5,Government School,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,Teck Whye Primary'S Applied Learning Programme (Alp) Is Entitled 'Media Whiz Kids!'| A Media And Media Literacy-Based Programme. The Programme Aims To Enable Our Students To Apply The Knowledge And Skills Acquired In Languages| Technology| Art And Music To Authentic And Meaningful Contexts.  Specialised Media Programmes Will Support Those With Talents And A Keen Interest Through Our Various Ccas Such As The Infocomm Club| Idesign Club| And Speech And Drama Club. The Alp Is Intended To Develop Confident Students Who Can Put Across Their Thoughts And Ideas Verbally And In Written Form In Both Digital And Non-Digital Platforms| And Are Able To Harness Relevant Tools And Media To Enhance Communication. Programming To Promote Computational Thinking Will Also Be Introduced To Students As Part Of This Alp.  Our Learning For Life Programme (Llp)| Entitled 'I Lead| I Serve'| Is A Leadership Development Programme Which Adapts Kouzes And Posner'S Five Practices Of Exemplary Leadership To Guide The Development Of Leadership Competencies. Stories Will Be Used As A Primary Means To Raise Awareness Of Leadership Skills And Dilemmas. The Programme Is Centred On A Core Belief That Leadership Is About Service To Others And Students Will Be Involved In A Range Of Learning Experiences Which Will Vary In Complexity Depending On Their Ages And Leadership Roles.  The School'S Champ Programme Emphasises The Development Of Character And Students Will Have The Opportunity To Reflect And Act On The School Values. Parents Are Also Encouraged To Be Involved As Part Of This Programme.  Our Students Also Undergo A Variety Of Other Special Programmes As Part Of The School Curriculum. These Include Structured Arts Development From P1-6 Where They Will Learn About Musical Instruments Such As The Ukulele And Digital Keyboards| And Art Forms Such As Manga| Chinese Painting And Batik Painting. Sports Programmes Such As Tennis| Archery And Bowling Are Also Provided To Broaden Our Students' Experiences.
Jurong Primary School,http://www.jurongpri.moe.edu.sg,320 Jurong East Street 32,609476,65618837,na,65641964,na,JPS@MOE.EDU.SG,Lakeside,333,Mr Ong Thiam Huat Robin,Mdm Cheryl Choo Shueh-Li,Mdm Lee Hwee Kheng,Na,Na,Na,Na,A Vibrant Community Of Gracious Citizens And Passionate Learners,We Nurture All-Rounded Pupils Of Grace| Distinction And Sound Moral Values|Ready To Take On Future Endeavours.,With A Strong Conviction That Children Are Small But Their Minds Are Not| Jurong Primary School (Jps) Provides A Holistic Education To Our Students Through A Variety Of Quality Programmes. Every Jps Student Is A Leader Who Demonstrates The 7 Habits Of The Leader In Me When Leading Self| Peer And School.  Through Platforms Like The Every Child Leads In Instrumental Performance (Eclip) Programme As Well As The Integrated Project Work (Ipw)| Jps Students Are Empowered With Leadership Competencies To Become Gracious Leaders And Passionate Learners.  Every Jps Teacher Is A Nurturing Educator Committed To Building A Culture Of Care And Excellence In The School.   Leveraging On Strategic Partnerships With Our Stakeholders| We Will Develop All-Rounded Students Of Distinction Ready To Take On Future Endeavours.,Jurong East,West,West 4,Government School,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,Jps Is Committed To Giving Each Child A Broad And Deep Foundation For A Lifelong Journey Of Learning.  Holistic Education Is About Nurturing The Whole Child| Developing In Our Children An Enduring Core Of Skills| Dispositions And Competencies| Steeped In Values And Character| To Enable Them To Thrive In The Future Workplace| And More Importantly| Lead Purposeful And Meaningful Lives.  Jps Has Been Awarded The Learning For Life Programme (Llp) Status In Music And Performing Arts With Our Special Programme Known As The Eclip (Every Child Leads In Instrumental Performance).  Through  This Programme| Not Only Will The Students Learn To Appreciate| Create And Love Music| But Also Develop In Them Other Competencies And Values In Life.   Through Music| We Strive Also To Build In All Our Students Leadership Competencies.  To This End| We Have Embarked On A Programme Called Leader In Me Programme Which Utilizes The 7 Habits Of Highly Effective People.  Our Overseas Immersion Programes Also Help Our Students To Sensitize Them To The World Around Them.
Queenstown Primary School,http://www.queenstownpri.moe.edu.sg,310 Margaret Dr,149303,64741044,na,64713640,na,qtps@moe.edu.sg,Queenstown ,32| 111| 145| 195,Miss Ng Por Joo Pearly,Miss Poon Pei Ping,Mr Azhar B Mohamed Hussain,Na,Na,Na,Na,A Child. An Explorer. A Friend.,To Provide A Holistic Education To Develop Confident And Self-Directed Learners| Concerned Citizens And Active Contributors.,The School Dates Back To 1956 When Many Schools In The Neighbourhood Closed Due To Dwindling Enrolment And Their Students Were Moved To Queenstown Primary School (Qtps). The Current Qtps Was Formed Through A Merger Of Mei Chin Primary| Tanglin Primary And The Old Queenstown Primary In January 2002. The School Underwent Prime At The End Of November 1999 When The Old Buildings Were Demolished And Rebuilt On Site. This Is Then Followed By Peri Upgrading In 2010.  The School Believes That Every Child Matters And Can Accomplish. With This Belief| The School Endeavours To Develop  - A Child - A Confident And Happy Child; Motivated And Passionate About Learning. - An Explorer - One Who Embraces Challenges And Diversity| Possesses An Open Mind| And Dares To Try New Things. - A Friend - One Who Loves And Cares For His Family| Shows Care And Concern For The Less Privileged| The Community| The Environment And The Nation.  To Achieve This| The School Is Committed To Providing A Holistic Education To Develop Confident And Self-Directed Learners| Concerned Citizens And Active Contributors. This Process Is Guided By The School'S Values Of Questioning Mind| Quality Work| Perseverance| Positive Thinking| Sincerity And Self-Discipline For Both Students And Staff.,Queenstown,South,South 2,Government School,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,In Qtps| The Vision Of Our Character & Citizenship Education (Cce) Curriculum Is To Develop A Child Of Good Character And A Contributing Citizen. Good Character Is Defined In Two Parts: (1) Performance Character Refers To Having The Character That Enables The Child To Do His/ Her Best To Realise His/ Her Potential And (2) Moral Character Which Is To Do The Right Thing To Serve The Larger Community| And Not Just For Self. These Are Further Distilled To 4 Queenstowner Outcomes (Qtos) - Confident Individual| Critical Thinker| Caring Citizen And Effective Leader. To Effect Qto| The School Has Put In Place The Following:  Connecting The Hearts With Arts Curriculum - Our School'S Learning For Life Programme (Llp)  The Visual Arts Curriculum Aims To  - Engage And Equip Every Student With The Means To Express Himself| To Develop A Voice And A Sense Of Self-Worth. We Hope That Every Student Can Taste Success And Be Successful In Accomplishing Their Goals Through The Medium Of Visual Arts Through A 6-Year Progressive Curriculum. - Enrich Groups Of Students Who Are Interested Or Whose Interest In The Visual Arts Is Yet To Be Discovered. The 3 Art-Related Ccas Are Ceramics (2D Relief And 3D)| Chinese Brush Painting (2D) With Seal Carving (3D) And Photography. - Excel Is To Provide The Opportunity Within School To Help Students With Talent In The Visual Arts To Help Them To Excel And To Learn And Love The Visual Art Like An Artist. Artworks Produced By This Group Of Students Would Also Contribute To The Community Around Us Where Required.  Character & Citizenship Education The School Aims To Develop Cce Vision By Focusing On Fostering Positivity To Bring Out The Best In Each Child. This Is Done Through (A) Adopting The Restorative Approach In Managing Students' Behaviour; (B) School-Wide Initiative Of 'Caught Doing Right' Movement Where Students Are Commended For Their Good Behaviour During Morning Assembly And (C) Monthly Mass Birth-Month Celebration During Assembly.
Radin Mas Primary School,http://www.radinmasps.moe.edu.sg,1 Bukit Purmei Avenue,99840,62733937,na,62763083,na,rmps@moe.edu.sg,Tiong Bahru,B 123| 131| 275 B 65,Mr Muhammad Farizal Bin Umar Effe,Mr Low Min Chye,Mr Kwok Keng Lian,Na,Na,Na,Na,A School Where All Work Hard| Play Hard And Make A Mark,To Develop Each Child Holistically| Equipping Him With Competences For The Future,School Philosophy: We Believe That Every Child Is Precious| Of Worth And Can Learn In An Engaging Environment With Caring And Excellent Teachers  School Culture: Culture Of Care And Excellence,Bukit Merah,South,South 4,Government School,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,Applied Learning Programme: Nurturing 21St Century Competencies Through Computational Thinking With Design Thinking  Level-Based Personalised Learning| Multi-Disciplinary Project Work And School-Based Curriculum (In Ict)
Raffles Girls' Primary School,http://www.rafflesgirlspri.moe.edu.sg,21 Hillcrest Road,289072,64684377,na,64692024,na,RGPS@MOE.EDU.SG,Tan Kah Kee  ,66| 67| 74| 151| 154| 156| 157| 170| 171| 174| 852| 961,Mrs Yue Yoke Mun Nee Wai,Mdm Goh Lung Eng,Mdm Germaine Ng Ying- Han,Mr Lim Boon Teck,Na,Na,Na,A Vibrant Community Of Creative Thinkers| Lifelong Learners And Value-Based Leaders,Nurturing Women Of Excellence| Leaders Of Character And Service,School Philosophy:  Every Child Matters And To Develop Every Pupil To Be The Best That She Can Be,Bukit Timah,South,South 3,Government School,Girls' School,Single Session,Primary,No,No,Yes,No,Chinese,Malay,Tamil,Alp: Nurture Confident Communicators Llp: Developing Creativity Through Collaborative Music Making   Enrichment Programmes:  P1 & P2  P1 & P2 Moo-O  P2 Mathematics Stretch Programme P2 Chinese Language And Arts Programme (Clap) P2 Speech Craft Programme   P3 & P4 P3 Moo-O P3 English And Mathematics Stretch Programme P3 Veridas - Vertical Wall Garden P3 Chinese Speech Craft Programme P4 Newsmaker P4 Mathematics Olympiad Programme P4 Code For Fun Programme P4 E2K Mathematics And Science Programme P4 Chinese Radio Broadcasting And Journalism  P4 Ceramics Programme   P5 & P6 P5 Debate Programme P5 Junior Model United Nation Programme P5 Newsmaker P5 Code For Fun Programme P5 Chinese Radio Broadcasting And Journalism  P5 Ceramics Programme  P5 & P6 Mathematics Olympiad Programme P5 & P6 E2K Science Programme
Rosyth School,http://www.rosyth.moe.edu.sg,21 Serangoon North Avenue 4,555855,64812273,na,64831102,na,rosyth_sch@moe.edu.sg,Ang Mo Kio,73| 315| 116,Mdm Elis Tan Lee Ching,Miss Ho Hwee Mein| Stella,Mr Chan Weng Yew Marvin,Mr Loh Yuh Por,Na,Na,Na,Learn With Passion Serve With Compassion Lead With Vision,Maximizing Potential Through The Development Of Mind| Body And Soul,Rosythians Are Grounded In The I-Care Values As We Develop Our Strengths And Competencies To Be 'Ready To Serve'.   We Aspire To Learn With Passion| Serve With Compassion And Lead With Vision.,Serangoon,North,North 1,Government School,Co-Ed School,Single Session,Primary,No,No,Yes,No,Chinese,Malay,Tamil,The School Offers Distinctive Programmes In The Areas Of Science And The Aesthetics.  Under The Auspices Of The Applied Learning Programme (Alp) And Learning For Life Programme (Llp)| Students Go Through Level-Wide Activities To Broaden Their Learning In The Two Focused Areas.  Those With The Aptitude Or Interest May Also Progress To Our Customized Activities For More In-Depth Learning.  In The Area Of Science| For Instance| Students Go Through A Range Of Activities From Life-Sciences| Use Of Customized Gadgets To Investigate Scientific Concepts| To The Application Of Theories In The Design Of Toys.  Platforms Have Also Been Provided For Students To Apply Their Learning In The Creation Of Toys/Artefacts Using Science Concepts| Which Are Subsequently Sold To Raise Funds For Selected Beneficiaries.    With Regard To The Development Of Aesthetics| Students Are Exposed To Voice-Training| Dance| Playing Of Musical Instruments| To The Use Of Ict For Manga Art And 2D Animations.  Through The Programme| Students Are Exposed To An Array Of Alternative Platforms To Express Their Thoughts And Ideas.  It Is Hoped That Through The Wide Range Of Offerings And The Strong Foundation That Is Laid| Rosythians Will Acquire A Broad And Deep Foundation For A Lifelong And Life-Deep Learning.
Damai Primary School,http://www.damaipri.moe.edu.sg,52 Bedok Reservoir Crescent,479226,64456483,na,64499681,na,DAMAI_PS@MOE.EDU.SG,Bedok North  , 228|66|65|22|21|5 | 506,Mrs Leong- Tan Ling Ling Jenny,Dr Lee Kok Sonk,Mdm Ong Yin Peng Catherine,Na,Na,Na,Na,A School Of Care And Distinction,Nurturing Brightsparks With A Holistic & Inclusive Education,All Staff Are Committed And Mission-Driven To Provide A Quality Student-Centric| Values-Driven Education. Our Brightsparks Will Be Happy Students Who Look Forward To School And Are Motivated To Learn And Work With Their Peers.  Knowing Each Student And His Needs| The School Is Able To Equip Each Student With A Strong Foundation In Literacy And Numeracy And Help Each To Grow In Values| In Sports And In The Aesthetics.  Working In Close Partnership With The Parents And The Community| We Seek Their Support In Helping Us To Bring Out The Best In Our Students.,Bedok,East,East 4,Government School,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,Learning For Life Programme (Llp)| Programme For Active Learning (Pal)| Swimsafer Programme| Math Enrichment Programmes  D'Aesthetics Programme| A Learning For Life Programme (Llp)| Aims To Provide Students With The Opportunity To Learn About And Experience The Arts. This Programme Helps To Cultivate Values Such As Perseverance| Self-Discipline And Appreciation To Help Students Achieve Success In School| Work And Life. This Programme Also Aims To Provide A Common Ground For Cross-Cultural Competencies To Be Developed As It Encourages Expressions And Contributes To The Overall Development Of Social Skills| Such As Valuing Diversity Of Ideas| Respect And Confidence Building.  Another Llp| D'Coach Programme| Is A School-Wide Values-Based Programme Based On The Core Belief That Sporting Excellence And Character Development Are Inextricably Linked. It Provides Opportunities And Platforms For All Students To Be Exposed To Team Sports. This Equips Them With Attributes| Competencies And The Confidence To Be Team Players. It Aims To Not Only Develop The Students' Talents And Potential To Excel In Team Sports But At The Same Time| Instil Valuable Character Traits And Core Values.   Pal @ Damai For Primary 1 And 2 Students Is Experiential In Nature And Incorporates Learning In A Creative| Fun| And Enjoyable Way. It Aims To Facilitate A Well-Rounded Development Of Students Through A More Balanced Curriculum. In Addition| Students Will Be Able To Develop Their Social And Emotional Learning (Sel) Competencies. Students Are Provided With Broad Exposure And Experiences Through Varied Activities So That They Can Discover Their Interest And Aptitudes. They Will Experience Learning Activities In Four Domains - Sports And Games| Outdoor Education| Performing And Visual Arts. Through These Activities| Students Will Develop Confidence| Creativity And Collaboration Skills Which They Can Apply In Their Daily Interactions.
